ID,Name,Description,Open Timings,Location,Category,Rating,Review Count
073,Amethyst Mine Panorama,"Welcome to Amethyst Mine Panorama! Amethyst Mine Panorama is located just 60KM East of Thunder Bay Ontario, on the beautiful Lake Superior Circle Route. Open 7 days a week, holidays included, from June 1st until October 1st. This active working amethyst mine welcomes visitors on a seasonal basis. Visit our Welcome Centre, learn the history and geology of Thunder Bay Amethyst and dig your own amethyst in our spacious digging area. Handmade amethyst jewellery and souvenirs are available in the Welcome Centre.",10:00 AM - 5:00 PM,Shuniah,"Speciality and Gift Shops, Geologic Formations, Mines",4,214
074,Fanshawe Pioneer Village,"Fanshawe Pioneer Village offers a captivating glimpse into Ontario's past, with historic buildings, costumed interpreters, and immersive exhibits showcasing pioneer life in the 19th century, providing visitors with an educational and entertaining experience that celebrates the region's rich heritage and culture.",,London,Historic Sites,4.5,222
075,Westfield Heritage Village,"Westfield Heritage Village Conservation Area is located just outside of the village of Rockton, Ontario. ​The site is open daily from 8:00 am to 8:00 pm for walking, hiking and bird-watching. The historical buildings are only open on special program days. Check the website for further information.",8:00 AM - 7:00 PM,Hamilton,"Nature and Wildlife Areas, History Museums",4.5,153
076,Vieni Estates,"Vieni Estates is a picturesque winery nestled in the heart of the Niagara Peninsula, renowned for its award-winning wines crafted with premium grapes grown on-site, offering visitors a sophisticated wine tasting experience amidst stunning vineyard views and Italian-inspired architecture.",,Beamsville,Wineries and Vineyards,4.5,172
077,Dienfenbunker: Canada's Cold War Museum,"Descend into history at one of the most unique tourist attractions in Canada! Originally designed originally designed as the centre for Canada’s defence against nuclear attack, this once-top secret, four-storey underground bunker is now a museum and national historic site. Explore over 100,000 sq ft of bunker secrets and relive the experience of the Cold War. With its extraordinary engineering and architectural features, the Diefenbunker now stands as a testament to the important role that Canada played during a critical period in recent world history.",10:00 AM - 4:00 PM,Carp,"Escape Games, Speciality Museums",4.5,1455
078,Tiffany Falls Conservation Area,"Tiffany Falls Conservation Area, located in Ancaster, features the stunning Tiffany Falls, surrounded by lush forested trails and scenic viewpoints, providing visitors with opportunities for hiking, nature walks, and waterfall viewing in a serene natural setting, making it a popular destination for outdoor enthusiasts and nature lovers.",,Ancaster,"Nature and Wildlife Areas, Volcanoes",4.5,223
079,Three Dog Winery,"Three Dog Winery, nestled in the heart of Prince Edward County, offers a charming vineyard setting and a diverse selection of handcrafted wines, providing visitors with a relaxed and welcoming atmosphere to enjoy wine tastings, vineyard tours, and scenic views of the countryside",11:00 AM - 5:00 PM,Picton,Wineries and Vineyards,4.5,133
080,Bayside Astronomy,"This free program gives people the opportunity to get to know the night sky! We will have powerful telescopes to show you Saturn's rings, craters and mountains on the moon, big nebulae, massive clusters of stars, and enormous galaxies, as far as 25 million light-years away! We run from Canada Day until Labour Day at sunset 5 days a week. Friday and Saturday at Lions Head Marina, Sunday at Singing Sands, Monday at Miller Family Camp and Wednesday at Summer House Park. Join us and ""Be Starstruck!""",,Lion's Head,"Points of Interest, Landmarks, Observatories and Planetariums",5,45
081,Creekside Estate Winery,"Creekside Estate Winery has become a haven for wine enthusiasts. A small premium producer, Creekside is known for being both quirky and irreverent, but also generating some of the best wines in Canada. Creekside specializes in grape varieties that are a rarity in Niagara such as Syrah and Sauvignon Blanc. The winery is winning top awards in national and international wine competitions. Key wins for the winery include Ontario's Best Red Wine. Recently the winery expanded its retail facility, and launched The Deck at Creekside. This spacious covered deck offers a scenic view and offers lunches throughout the summer. The winery also features one of Ontario’s first and largest underground barrel cellars. Our retail tasting bar is also equipped with some of the friendliest and knowledgeable folks in town, making a visit to the winery a comfortable, casual and fun experience.",,Jordan,Wineries and Vineyards,4.5,230
082,Horsin Around Riding Ranch,"Offering Trail Rides, Pony Rides, Riding Lessons, Guest camping in our pine forest, Girls riding camps. We can accommodate many special needs riders as well with our horses with the big hearts. The thing we love the most about our horses are the people we have met because of them.",11:00 AM - 5:00 PM,Marmora,Equestrian Trails,5,106
083,Laurier House National Historic Site,"Entering the former residence of two of Canada’s most important Prime Ministers is like stepping into the inner sanctum of our country’s political history. For over fifty years this Second Empire mansion in downtown Ottawa was at the heart of Canadian political life, serving as the residence of both Sir Wilfrid Laurier and the Rt. Hon. William Lyon Mackenzie King. Here they entertained dignitaries and politicians while often conducting the business of state.",10:00 AM - 5:00 PM,Ottawa,"Historic Sites, History Museums",4.5,123
084,Bellevue House National Historic Site,"A rare and fine example in Canada of Italianate villa architecture, Bellevue was home to Sir John A. Macdonald, Canada's first prime minister. Today, the house is a national historic site, commemorating Macdonald's contribution to the development of Canada. Bel example rare au Canada de villa de style italianisant, Bellevue a été la demeure de sir John A. Macdonald, premier des premiers ministres du Canada. Aujourd'hui lieu historique national, elle commémore la contribution de Macdonald à l'essor du Canada.",,Kingston,Historic Sites,4.5,336
085,Crawford Lake Conservation Area,"Crawford Lake Conservation Area, located in Milton, showcases a rare meromictic lake surrounded by lush forests and scenic hiking trails, providing visitors with opportunities for outdoor recreation, cultural exploration at the reconstructed Iroquoian village, and nature appreciation in a tranquil natural setting.",,Campbellville,Parks,4.5,263
086,Johnston's Cranberry Marsh and Muskoka Lakes Winery,"Discover the cranberries that make this area unique! The daily Bog to Bottle Discovery at 11 am, 1 pm & 3 pm is a Canadian Signature Experience. Taste and learn as you follow cranberries on a guided journey from peat bog to award-winning wine. Other 'must dos' include wine & cheese on the scenic patio and browsing for local goodies in the one-of-a-kind wine & gift shop. Hiking and snowshoe trails, GPS and kids' adventures and fall harvest activities are also available. Open daily, year round (Mon-Sun 10-5). Daily tour at 1 pm. Located four minutes north of Bala, in scenic Muskoka.",10:00 AM - 5:00 PM,Bala,Wineries and Vineyards,4.5,287
087,The County Cider Company,"We grow apples and produce hard cider. Our retail store is housed in a renovated barn circa 1860. We offer tutored tasting flights of our ciders. Our retail store sells local products, as well as t-shirts, glassware, other gift items and lots of cider. Dogs are welcome on leash.",11:00 AM - 6:00 PM,Waupoos,"Distilleries, Farms",4.5,292
088,Willistead Manor,"Willistead Manor, an elegant historic mansion located in Windsor, Ontario, offers visitors a glimpse into the city's rich heritage and architectural splendor, with guided tours highlighting its stunning interior, exquisite craftsmanship, and cultural significance as a beloved landmark and event venue.",,Windsor,Historic Sites,4.5,98
089,Petroglyphs Provincial Park,This park is home to nearly 1000 rock carvings that scientists estimate were drawn between 500 and 1000 years ago.,10:00 AM - 5:00 PM,North Kawartha,Parks,4.5,191
090,Greg Frewin Theatrical Centre,"WONDER - A Magic Spectacle is a fresh, innovative and invigorating performance. Created, directed and produced by International Grand Champion of Magic Greg Frewin and performed by Christian Mascia. This new show will leave you spellbound with big illusions, close-up magic and a story line that is inspiring!",9:00 AM - 8:00 PM,Niagara Falls,"Dinner Theatres, Theatre and Performances",4.5,2256
